view_cnt,like_cnt,dislike_cnt,love_ratio,subscribe_cnt,Replay_Gain,BPM,Dissonance,Pitch_Salience,Gender,Danceability,Genre_Alternative,Genre_Blues,Genre_Electronic,Genre_FolkCountry,Genre_FunkSoulRNB,Genre_Jazz,Genre_Pop,Genre_RapHippop,Genre_Rock,Mood_Acoustic,Mood_Aggressive,Mood_Electronic,Mood_Happy,Mood_Party,Mood_Relaxed,Mood_Sad,Mood_MirexC1,Mood_MirexC2,Mood_MirexC3,Mood_MirexC4,Mood_MirexC5,Atonal,Instrumental,Bright_Timbre
1.0,0.5683314925147482,0.6253105409827214,0.04686853927706554,0.21400508169765925,-0.018402439088593046,0.009187879392181911,0.05853032133340656,0.0069353670081081075,0.011049062082599585,0.03272203245633074,0.0347593367796571,0.007205411665640876,0.017523591329118866,-0.06095182481645987,0.051101811183384624,-0.03724923196113343,-0.018814589435141145,0.04104404176643377,0.036534510864539335,-0.053664693608962824,0.01010718160809731,0.03353127134330794,0.01349176997654509,0.038448825873882604,-0.04163536120757181,-0.03630575292080673,0.020620386074689828,0.009809706355821042,-0.02666468161948336,0.033948531675643184,-0.004238354985506812,0.06921241984294516,-0.0615572186070746,-0.08153196799848184
0.5683314925147482,1.0,0.7748075009119588,0.0632471493769112,0.6453998889595857,-0.022931167791848193,-0.005188609361529695,0.07857367505885626,0.030326914919329477,-0.04834405937855582,0.0664100601083617,-0.03277395892020426,0.003997221234871217,0.017637298160472693,-0.0819128236051618,0.02334149166177244,-0.05319862062669692,-0.06454832312165747,0.11913981193391901,0.023660877098736283,-0.08158833775215027,0.01695081872467383,0.06379716519635821,0.03839821779119988,0.07666150478479372,-0.03009530732987176,-0.03290685440629239,0.055614307401599936,0.01639264233296294,-0.0674955821336608,0.07083106079198496,0.015093320678427505,0.07144535647044119,-0.06584546108365419,-0.08106802897438446
0.6253105409827214,0.7748075009119588,1.0,-0.0719371544033884,0.4476903056909327,-0.01928850840388561,0.005799697242372264,0.11520358952696964,-0.01420603968534831,-0.03142177124992466,0.11847397607357932,-0.03727717753126762,0.010476965930907347,0.044698361601344716,-0.09938736966088667,0.018330719321107924,-0.05195303356326397,-0.07745051988826392,0.10783893046300821,0.04535116670639378,-0.09987285695370833,0.05188063452137299,0.08327905499211821,0.03938353792614517,0.12576825661294894,-0.08908207617319293,-0.0795001286502381,0.11373884137780535,0.019404094736182414,-0.09486554545445329,0.0528472526473316,0.06032237940588469,0.08416922461213104,-0.08721245305598385,-0.10016140045864064
0.04686853927706554,0.0632471493769112,-0.0719371544033884,1.0,-0.08851089458573827,0.03200530336263384,-0.011465424653947972,-0.08037418755550058,-0.006863550860311941,0.028047618921088032,-0.07714305762713086,0.02682190621588877,-0.012833316885317074,-0.029379209547139653,0.05323205618241188,-0.017819952150763173,0.03706014891870943,0.07111373426291769,-0.05266059489859032,-0.050218517971209624,0.05627481751149496,-0.04937404064247786,-0.04744808281351165,-0.039757108203481425,-0.0778807080816461,0.07324070938149672,0.09998364053920619,-0.07847476132560546,-0.031186908772258225,0.07455039058023692,-0.007357896514194509,-0.08268719899447612,-0.039320448041834356,-0.011316353990263905,0.04073485981932461
0.21400508169765925,0.6453998889595857,0.4476903056909327,-0.08851089458573827,1.0,-0.03689530875445832,0.00015272359061623914,0.046846878342790166,0.04380100217263651,-0.07924110918316549,0.06656724855970844,-0.003933794591698783,-0.022589735060340288,0.009511974381186238,-0.03254086427562874,-0.016765803347177238,-0.056886347281743826,-0.04332227688651842,0.07867298318615594,0.04865512324771636,-0.04739076720761612,0.01770592437767713,0.0287958762153969,0.015325521979550333,0.039492776992362574,-0.03157410381501601,-0.03291293399563308,0.07280865874196932,-0.02036850191434462,-0.026745689404844678,0.0016182619935949391,0.032297470331838114,0.035857663523770386,-0.039617756365308905,-0.06688778596537791
-0.018402439088593046,-0.022931167791848193,-0.01928850840388561,0.03200530336263384,-0.03689530875445832,1.0,0.0747336121570833,-0.22468507237889715,-0.011173975394554354,0.0042296243147657425,-0.21718652506687025,-0.0038103892512749934,-0.01009975396514775,0.09722371363634251,0.12332273477004244,-0.1874607145941626,0.2694963763691714,-0.11393754663750763,-0.23671610625204767,-0.1587472426661921,0.15821950262741682,0.04382065667091662,-0.10342295726714806,-0.24161021076443606,-0.3256161773997744,0.28884097924486646,0.3047339864654046,-0.24016335791473506,-0.21727525205373407,0.25650581895981867,-0.11906417956586135,-0.07072011674216175,-0.07292185148578251,0.24602210981865208,0.004364735652677848
0.009187879392181911,-0.005188609361529695,0.005799697242372264,-0.011465424653947972,0.00015272359061623914,0.0747336121570833,1.0,-0.004758634297980123,0.01689026413350769,-0.0025289285833995498,-0.05912343389009688,0.14381224570723827,0.11220215799988092,0.07806257456960068,0.09166658118453407,-0.18251206412707374,-0.040812609465980317,-0.094718575549923,-0.1736168650413084,0.05368610730591115,0.011642865801995623,0.02646564875708776,-0.08139751267216361,0.0016356571667415765,-0.03046832900504453,0.049423504135987444,0.013075373747655657,-0.09743375788528973,-0.052761132072669026,0.024216334899570074,0.06442136194554107,-0.018587384933392032,-0.13564696365700643,0.049066938699245784,-0.02666088069418736
0.05853032133340656,0.07857367505885626,0.11520358952696964,-0.08037418755550058,0.046846878342790166,-0.22468507237889715,-0.004758634297980123,1.0,0.32491236300444637,-0.07964712810391354,0.5034398340510805,-0.11275382976752098,0.19803075934456404,0.12227776212904352,-0.4044966679330632,0.20304714567169854,-0.33051301463044114,-0.2295379683420621,0.24220280666947264,0.4727213549760778,-0.4180888660588803,0.35166538573153294,0.330575080460178,0.2688807493243886,0.6100159900783592,-0.5096103716409439,-0.5421190537170172,0.586352594470246,0.3570361970928033,-0.6735106894419374,0.31348618642220394,0.4362982475349082,0.3452602440550229,-0.2688030555241265,-0.12587602314337493
0.0069353670081081075,0.030326914919329477,-0.01420603968534831,-0.006863550860311941,0.04380100217263651,-0.011173975394554354,0.01689026413350769,0.32491236300444637,1.0,-0.20532421493590214,-0.19069261931172474,-0.013343621829912552,0.1837126487552788,-0.24324616977518543,-0.048987792458332305,0.24488735062944963,-0.10144574576233882,-0.14964890050415122,-0.07622885067597607,0.37368273064264945,-0.07664104079699197,0.022481161487391425,-0.027780249271280463,0.09569965598169732,0.10965927810149131,-0.18970168097675627,-0.020317989166590514,0.05181900621167072,0.05559546688185972,-0.20168919433028837,0.2122985443062166,0.11762836829722274,0.05892735189510953,-0.13069475863083413,-0.0007316735956214977
0.011049062082599585,-0.04834405937855582,-0.03142177124992466,0.028047618921088032,-0.07924110918316549,0.0042296243147657425,-0.0025289285833995498,-0.07964712810391354,-0.20532421493590214,1.0,-0.038831873485115166,-0.05723481206871582,-0.06385796987152687,0.0648035342717121,0.008016453379488742,0.047449928877108534,0.07487212511839486,0.20550082544234557,-0.01166682402182591,-0.18198495897821795,0.0847396808526261,-0.13924967027563567,-0.08898091203606864,0.07731877425228893,-0.11634205092604859,0.09398883893326963,0.058433858511164435,-0.12920645195687702,0.09469514691494954,0.047760957897349375,-0.01328122806639973,-0.105125491171647,-0.07440444339528604,0.044228575052056254,0.020880136935565025
0.03272203245633074,0.0664100601083617,0.11847397607357932,-0.07714305762713086,0.06656724855970844,-0.21718652506687025,-0.05912343389009688,0.5034398340510805,-0.19069261931172474,-0.038831873485115166,1.0,-0.13564087076546125,-0.13186845566703337,0.33580901234961696,-0.38087350224884986,0.09014001428899976,-0.24159059850530823,-0.10552626682418768,0.4247697590114409,0.16884344792797168,-0.42776889279474317,0.40941589089828384,0.36966742805410785,0.2537198715593566,0.5771497473863186,-0.4919072696898354,-0.6864371421538167,0.5244785428371512,0.34658527386490956,-0.5702878013247963,0.20322394442016908,0.3843521318457001,0.26713467089989873,-0.16676697153668593,-0.16604883824291877
